,home_shot,away_shot,home_possession,away_possession,home_pass_success,away_pass_success,home_dribbles,away_dribbles,home_aerials_won,away_aerials_won,home_tackles,away_tackles,home_corners,away_corners,home_dispossessed,away_dispossessed,home_missing_player,away_missing_player,home_missing_player_rating,away_missing_player_rating,home,away,half_home_score,half_away_score,full_home_score,full_away_score,kick_off,date,matchup_home_goals,matchup_away_goals,matchup_home_wins,matchup_draw,matchup_away_wins,home_total_att,away_total_att,home_open_att,away_open_att,home_set_att,away_set_att,home_counter_att,away_counter_att,home_pk_att,away_pk_att,home_own_att,away_own_att,home_total_passes,away_total_passes,home_crosses_passes,away_crosses_passes,home_long_balls,away_long_balls,home_short_passes,away_short_passes
0,9,18,49.8,50.2,82,81,9,8,21,23,17,14,3,5,8,8,1,5,6.77,6.63,Wolverhampton Wanderers,Manchester United,1,1,2,1,19:45,"Jnne, 02-Apr-19",7,14,Won (33%),Drew (17%),Won (50%),10.0,18.0,5.0,13.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,528.0,533.0,12.0,12.0,83.0,59.0,432.0,462.0
1,22,6,76.4,23.6,88,60,12,5,25,18,15,15,10,1,8,11,4,4,7.26,6.37,Chelsea,Burnley,2,2,2,2,20:00,"Jtat, 22-Apr-19",13,6,Won (50%),Drew (33%),Won (17%),22.0,6.0,19.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,227.0,43.0,5.0,39.0,87.0,646.0,134.0
2,17,11,49.8,50.2,79,78,6,8,15,18,17,21,6,2,12,9,3,8,6.58,6.68,Bournemouth,Everton,0,0,2,2,15:00,"Jmos, 25-Ago-18",8,13,Won (33%),Drew (0%),Won (67%),17.0,11.0,9.0,7.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,412.0,410.0,23.0,15.0,50.0,74.0,338.0,320.0
3,27,4,78.8,21.2,91,66,14,10,13,14,11,14,17,4,5,5,5,4,7.14,6.67,Manchester City,Cardiff,2,0,2,0,19:45,"Jtan, 03-Apr-19",13,5,Won (75%),Drew (0%),Won (25%),27.0,4.0,12.0,1.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,712.0,192.0,30.0,6.0,28.0,59.0,651.0,127.0
4,11,15,38.3,61.7,75,85,11,16,7,11,26,16,1,10,11,18,1,5,6.89,6.9,Wolverhampton Wanderers,Liverpool,0,1,0,2,20:00,"Ijm, 21-Des-18",6,12,Won (33%),Drew (0%),Won (67%),11.0,15.0,10.0,10.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,696.0,7.0,15.0,78.0,63.0,348.0,614.0
5,11,7,60.1,39.9,86,76,8,7,17,23,17,17,1,3,13,11,8,6,6.71,6.44,Arsenal,Burnley,1,0,3,1,12:30,"Jmos, 22-Des-18",12,2,Won (100%),Drew (0%),Won (0%),11.0,7.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,565.0,377.0,5.0,13.0,66.0,69.0,494.0,293.0
6,19,16,58.4,41.6,85,75,15,11,18,17,22,14,6,6,7,16,4,3,6.52,6.27,Chelsea,Watford,0,0,3,0,14:00,"Jpl, 05-Mei-19",13,11,Won (67%),Drew (17%),Won (17%),19.0,16.0,14.0,10.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,563.0,403.0,20.0,15.0,45.0,61.0,490.0,327.0
7,15,4,70.3,29.7,85,61,5,2,20,27,7,23,8,3,9,2,7,4,6.7,6.53,Tottenham,Burnley,0,0,1,0,15:00,"Jmos, 15-Des-18",12,4,Won (67%),Drew (33%),Won (0%),15.0,4.0,9.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,655.0,277.0,26.0,12.0,74.0,82.0,553.0,182.0
8,8,14,38.7,61.3,81,88,10,16,18,7,28,19,1,13,15,19,1,6,5.96,7.26,Chelsea,Manchester City,1,0,2,0,17:30,"Jmos, 08-Des-18",5,9,Won (33%),Drew (0%),Won (67%),8.0,14.0,6.0,5.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,421.0,667.0,6.0,23.0,39.0,58.0,376.0,584.0
9,21,8,73.0,27.0,87,71,9,7,11,10,18,15,6,3,10,13,7,2,6.75,6.4,Liverpool,Fulham,1,0,2,0,12:00,"Jpl, 11-Nov-18",14,5,Won (67%),Drew (0%),Won (33%),21.0,8.0,14.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,754.0,283.0,20.0,12.0,68.0,55.0,663.0,216.0
