"","X","home_shot","away_shot","home_possession","away_possession","home_pass_success","away_pass_success","home_dribbles","away_dribbles","home_aerials_won","away_aerials_won","home_tackles","away_tackles","home_corners","away_corners","home_dispossessed","away_dispossessed","home_missing_player","away_missing_player","home","away","half_home_score","half_away_score","full_home_score","full_away_score","kick_off","day","date","matchup_home_goals","matchup_away_goals","matchup_home_wins","matchup_draw","matchup_away_wins","home_total_att","away_total_att","home_open_att","away_open_att","home_set_att","away_set_att","home_counter_att","away_counter_att","home_pk_att","away_pk_att","home_own_att","away_own_att","home_total_passes","away_total_passes","home_crosses_passes","away_crosses_passes","home_long_balls","away_long_balls","home_short_passes","away_short_passes","date_no","home_last_5_points","away_last_5_points","home_last_5_goals","away_last_5_goals","home_last_5_possession","away_last_5_possession","home_last_5_conceded","away_last_5_conceded","home_last_5_passes","away_last_5_passes","home_last_5_shot","away_last_5_shot","season","home_uefa","away_uefa"
"33",158,6,15,46.2,53.8,56,62,2,6,40,44,15,12,7,8,7,13,3,3,"Real Valladolid","Getafe",1,1,1,1,"18:30","Tue","23-06-20",4,6,17,50,33,6,15,1,8,4,7,0,0,1,0,0,0,333,387,17,29,95,81,221,277,18436,4,6,3,3,42.46,54.26,7,3,1799,1993,43,64,"LIGA1920",20.713,20.713
"34",181,12,12,56.9,43.1,85,79,18,11,19,20,15,23,10,4,16,11,1,2,"Levante","Atletico Madrid",0,1,0,1,"18:30","Tue","23-06-20",5,14,17,17,67,12,13,8,10,4,2,0,0,0,0,0,1,553,423,31,10,69,47,453,366,18436,6,9,6,10,51.28,53.2,7,4,2161,2355,60,60,"LIGA1920",20.713,20.713
"35",222,18,6,72.7,27.3,87,68,20,6,22,19,11,23,6,2,12,6,3,1,"Barcelona","Athletic Bilbao",0,0,1,0,"21:00","Tue","23-06-20",5,3,33,33,33,18,6,14,4,4,2,0,0,0,0,0,0,791,296,13,14,46,70,731,212,18436,10,11,7,9,62.86,47.28,2,4,3569,1990,54,56,"LIGA1920",158.713,66.713
"36",49,5,7,52.2,47.8,62,58,3,10,47,27,7,18,7,3,12,6,1,5,"Deportivo Alaves","Osasuna",0,0,0,1,"18:30","Wed","24-06-20",10,8,50,0,50,5,7,5,3,0,4,0,0,0,0,0,0,417,383,14,18,87,100,316,265,18437,5,4,4,4,36.22,42.86,10,11,1482,1831,41,64,"LIGA1920",20.713,20.713
"37",110,14,11,55.2,44.8,88,86,9,15,9,11,17,15,5,4,10,11,5,3,"Real Madrid","Mallorca",1,0,2,0,"21:00","Wed","24-06-20",17,5,83,0,17,14,11,11,7,3,4,0,0,0,0,0,0,536,433,9,18,67,42,458,373,18437,12,4,11,3,53.88,42.16,4,8,2987,1900,62,49,"LIGA1920",166.713,20.713
"38",246,13,4,58.8,41.2,82,74,10,11,26,18,17,20,7,3,14,10,4,5,"Real Sociedad","Celta Vigo",0,1,0,1,"18:30","Wed","24-06-20",8,7,50,17,33,13,4,8,3,5,0,0,0,0,1,0,0,520,365,24,9,54,59,442,297,18437,4,6,4,6,54.24,55.36,7,1,2570,2389,43,39,"LIGA1920",31.213,39.713
"39",89,12,9,65.2,34.8,84,69,9,4,29,11,18,14,6,5,10,8,2,4,"Real Betis","Espanyol",0,0,1,0,"21:00","Thu","25-06-20",13,6,50,50,0,12,9,7,3,5,4,0,2,0,0,0,0,520,277,22,21,66,64,431,192,18438,4,5,5,4,59.76,46.56,8,5,2699,1850,67,51,"LIGA1920",30.713,20.713
"40",371,14,7,34,66,63,77,5,5,28,30,8,9,10,8,5,2,1,4,"Eibar","Valencia",1,0,1,0,"18:30","Thu","25-06-20",8,3,50,33,17,15,7,7,6,7,1,0,0,0,0,1,0,278,535,29,28,75,88,174,419,18438,2,8,6,6,52.06,46.64,10,6,2204,2336,56,39,"LIGA1920",20.713,57.713
"41",351,15,11,75.1,24.9,87,65,17,8,20,19,13,18,5,1,14,8,0,4,"Sevilla","Real Valladolid",0,1,1,1,"21:00","Fri","26-06-20",11,4,67,33,0,15,11,8,7,6,4,0,0,1,0,0,0,711,236,27,12,51,69,631,155,18439,7,5,7,4,50.68,42.76,5,7,2505,1749,57,43,"LIGA1920",124.713,20.713
"42",42,12,14,47.1,52.9,81,82,5,9,23,18,15,8,1,8,7,3,1,3,"Athletic Bilbao","Mallorca",2,0,3,1,"13:00","Sat","27-06-20",7,1,83,17,0,12,14,10,8,1,5,0,0,1,1,0,0,412,464,9,22,65,54,337,387,18440,8,4,8,3,44.02,40.2,5,9,1932,1906,44,56,"LIGA1920",66.713,20.713
"43",91,14,6,70,30,88,65,8,6,28,18,14,15,3,1,10,8,1,1,"Atletico Madrid","Deportivo Alaves",0,0,2,1,"21:00","Sat","27-06-20",10,1,67,33,0,14,6,7,2,6,3,0,0,1,1,0,0,651,278,14,10,49,71,587,197,18440,11,4,10,3,49.32,37.66,3,10,2262,1599,67,38,"LIGA1920",20.713,20.713
"44",129,10,18,32.4,67.6,77,88,14,11,10,7,25,14,3,8,7,18,3,4,"Celta Vigo","Barcelona",0,1,2,2,"16:00","Sat","27-06-20",6,14,17,33,50,10,18,9,11,1,7,0,0,0,0,0,0,321,666,6,16,37,62,277,587,18440,8,13,7,8,51.76,66.2,1,0,2262,3698,37,63,"LIGA1920",39.713,158.713
"45",209,6,21,51.5,48.5,71,73,10,21,25,26,23,12,2,4,5,15,6,3,"Osasuna","Leganes",1,0,2,1,"18:30","Sat","27-06-20",6,7,50,17,33,6,21,5,13,1,7,0,1,0,0,0,0,449,425,17,29,84,71,347,325,18440,7,5,3,4,45.26,49.88,8,6,1934,2143,58,55,"LIGA1920",20.713,20.713
"46",0,17,4,57.3,42.7,90,85,10,11,7,10,12,10,1,4,8,11,4,5,"Villarreal","Valencia",2,0,2,0,"16:00","Sun","28-06-20",3,10,17,17,67,17,4,11,3,6,1,0,0,0,0,0,0,678,511,11,17,60,66,607,428,18441,10,5,6,4,53.12,52.9,4,6,2614,2543,53,36,"LIGA1920",88.713,57.713
"47",116,14,13,57.9,42.1,68,62,10,5,38,19,18,17,8,5,6,9,8,3,"Granada","Eibar",0,1,1,2,"18:30","Sun","28-06-20",3,17,0,17,83,14,13,9,8,5,3,0,2,0,0,0,0,421,305,17,24,86,83,317,198,18441,6,5,5,6,42.06,45.64,5,8,1648,1940,46,57,"LIGA1920",20.713,20.713
"48",135,9,17,36.6,63.4,77,88,7,14,15,6,8,13,2,5,7,7,3,3,"Levante","Real Betis",2,0,4,2,"13:00","Sun","28-06-20",8,10,33,0,67,9,17,8,13,1,4,0,0,0,0,0,0,327,560,8,22,65,60,251,477,18441,6,7,6,5,51.5,59.74,5,6,2299,2612,61,65,"LIGA1920",20.713,30.713
"49",252,8,14,31.3,68.7,76,88,5,6,17,13,11,14,0,5,9,5,2,5,"Espanyol","Real Madrid",0,1,0,1,"21:00","Sun","28-06-20",3,11,17,0,83,8,14,4,9,4,5,0,0,0,0,0,0,334,735,7,16,42,95,284,624,18441,4,12,3,11,46.02,56.12,5,4,1817,2999,51,63,"LIGA1920",20.713,166.713
"50",357,11,5,40.2,59.8,53,68,2,9,23,47,16,11,5,4,8,9,3,5,"Getafe","Real Sociedad",1,0,2,1,"21:00","Mon","29-06-20",10,6,83,0,17,11,5,5,3,5,2,0,0,1,0,0,0,301,448,15,18,86,80,200,349,18442,4,4,3,4,55.94,56.8,4,7,2031,2627,70,47,"LIGA1920",20.713,31.213
"51",39,9,11,41.9,58.1,80,87,14,19,19,17,15,13,4,2,9,12,3,1,"Leganes","Sevilla",0,2,0,3,"20:00","Tue","30-06-20",7,6,33,33,33,9,11,6,8,2,3,1,0,0,0,0,0,407,564,17,9,47,67,343,487,18443,2,7,3,6,52.46,54.62,7,4,2226,2736,64,60,"LIGA1920",20.713,124.713
"52",99,12,10,72.9,27.1,92,77,21,11,13,14,17,29,3,1,14,14,3,4,"Barcelona","Atletico Madrid",1,1,2,2,"21:00","Tue","30-06-20",8,5,50,33,17,13,10,7,8,3,0,1,0,1,2,1,0,789,296,11,11,40,43,737,242,18443,11,13,9,10,68.92,54.4,2,2,3820,2524,68,60,"LIGA1920",158.713,20.713
"53",188,9,12,39.6,60.4,81,86,11,7,10,17,10,15,2,11,5,4,3,4,"Mallorca","Celta Vigo",3,0,5,1,"18:30","Tue","30-06-20",9,7,33,50,17,9,12,6,6,2,5,0,0,1,1,0,0,386,589,6,21,59,40,321,528,18443,1,8,2,9,44,49.4,11,3,2092,2204,60,44,"LIGA1920",20.713,39.713
"54",166,10,12,51.6,48.4,82,79,11,10,16,18,9,6,3,5,4,4,4,0,"Valencia","Athletic Bilbao",0,1,0,2,"18:30","Wed","01-07-20",9,3,67,33,0,10,12,8,10,2,2,0,0,0,0,0,0,499,464,30,22,51,77,416,365,18444,4,8,3,7,50.14,44.9,7,5,2463,1999,34,46,"LIGA1920",57.713,66.713
"55",213,11,7,55.4,44.6,73,62,9,4,32,21,16,19,6,2,10,12,0,8,"Deportivo Alaves","Granada",0,1,0,2,"18:30","Wed","01-07-20",4,6,33,0,67,11,7,4,7,7,0,0,0,0,0,0,0,411,333,25,7,55,73,330,250,18444,3,5,3,5,34.96,44.6,11,6,1424,1721,31,50,"LIGA1920",20.713,20.713
"56",214,9,15,46.1,53.9,83,89,17,9,13,7,14,19,1,5,12,7,1,2,"Real Betis","Villarreal",0,2,0,2,"21:00","Wed","01-07-20",7,13,33,0,67,9,15,7,13,2,1,0,0,0,1,0,0,499,584,17,15,61,55,421,512,18444,4,13,5,7,63.84,51.7,9,2,2742,2675,68,55,"LIGA1920",30.713,88.713
"57",269,15,8,46.6,53.4,82,83,11,7,14,10,13,13,8,3,7,7,2,1,"Real Valladolid","Levante",0,0,0,0,"21:00","Wed","01-07-20",5,13,17,17,67,15,8,8,7,5,1,1,0,1,0,0,0,420,477,31,17,60,60,329,400,18444,6,8,4,9,36.28,47.86,4,6,1522,2204,35,59,"LIGA1920",20.713,20.713
"58",117,12,4,63.1,36.9,83,74,11,12,24,22,18,10,4,3,7,10,5,2,"Real Sociedad","Espanyol",0,1,2,1,"18:30","Thu","02-07-20",10,8,50,17,33,12,4,8,3,4,1,0,0,0,0,0,0,610,356,28,11,55,66,527,278,18445,1,4,3,3,60.12,42.52,8,5,2671,1802,46,51,"LIGA1920",31.213,20.713
"59",293,11,9,54.5,45.5,67,57,4,6,41,58,10,24,9,4,18,5,2,3,"Eibar","Osasuna",0,1,0,2,"18:30","Thu","02-07-20",2,4,0,83,17,11,9,5,3,6,3,0,3,0,0,0,0,467,390,30,14,116,103,321,271,18445,8,7,7,4,42.7,45.32,7,9,1711,2015,56,47,"LIGA1920",20.713,20.713
"60",372,8,10,67.7,32.3,85,61,22,6,10,14,11,20,6,5,10,7,2,1,"Real Madrid","Getafe",0,0,1,0,"21:00","Thu","02-07-20",15,3,83,17,0,8,10,4,4,2,6,1,0,1,0,0,0,613,290,18,26,67,72,528,192,18445,15,6,11,5,58.44,52.82,2,5,3158,1854,63,62,"LIGA1920",166.713,20.713
"61",138,15,13,48.5,51.5,85,82,5,16,11,14,24,20,4,5,12,10,3,4,"Atletico Madrid","Mallorca",2,0,3,0,"21:00","Fri","03-07-20",9,7,33,50,17,15,13,11,10,2,3,1,0,1,0,0,0,495,524,10,19,64,47,420,458,18446,13,4,11,7,50.74,44.92,3,8,2386,2078,61,56,"LIGA1920",20.713,20.713
"62",45,5,10,44.8,55.2,72,80,5,10,14,22,11,8,2,8,5,8,5,1,"Celta Vigo","Real Betis",1,0,1,1,"16:00","Sat","04-07-20",8,11,17,17,67,5,10,2,5,3,5,0,0,0,0,0,0,333,407,7,30,64,59,262,318,18447,8,4,10,5,53.36,62.2,7,9,2386,2733,52,65,"LIGA1920",39.713,30.713
"63",141,17,4,53.8,46.2,75,70,8,8,30,23,15,14,7,3,8,10,7,4,"Granada","Valencia",0,0,2,2,"21:00","Sat","04-07-20",5,12,17,17,67,17,4,9,1,7,2,0,1,1,0,0,0,419,358,26,10,64,78,328,270,18447,5,3,5,2,42.88,50.4,5,8,1722,2494,47,32,"LIGA1920",20.713,57.713
"64",149,5,7,53.2,46.8,74,70,8,10,29,30,15,8,1,3,3,5,2,1,"Real Valladolid","Deportivo Alaves",0,0,1,0,"18:30","Sat","04-07-20",4,10,33,17,50,5,7,3,4,2,3,0,0,0,0,0,0,439,387,12,15,64,63,363,309,18447,4,3,2,3,39.28,39.88,3,11,1680,1580,44,41,"LIGA1920",20.713,20.713
"65",223,9,18,32,68,81,93,4,8,6,13,15,12,2,6,6,9,3,3,"Villarreal","Barcelona",1,3,1,4,"21:00","Sun","05-07-20",7,19,0,17,83,9,19,5,11,1,5,3,2,0,0,0,1,393,836,6,9,29,46,357,778,18448,13,9,8,7,50.6,70.5,2,4,2665,3869,54,68,"LIGA1920",88.713,158.713
"66",272,7,10,43.7,56.3,82,85,12,11,17,8,21,13,3,2,7,7,1,3,"Athletic Bilbao","Real Madrid",0,0,0,1,"13:00","Sun","05-07-20",3,7,0,67,33,7,10,6,6,1,3,0,0,0,1,0,0,449,575,22,18,61,60,366,495,18448,10,15,8,9,43.66,60.76,4,1,1940,3169,48,65,"LIGA1920",66.713,166.713
"67",330,7,4,63.3,36.7,81,66,6,11,20,18,14,14,0,3,6,7,0,5,"Espanyol","Leganes",0,0,0,1,"16:00","Sun","05-07-20",6,6,50,0,50,7,4,5,3,2,1,0,0,0,0,0,0,591,343,11,12,73,90,507,241,18448,1,2,2,2,36.06,47.16,7,8,1583,2070,36,62,"LIGA1920",20.713,20.713
"68",360,6,6,48.4,51.6,56,59,15,6,34,35,10,20,2,2,8,7,4,1,"Osasuna","Getafe",0,0,0,0,"18:30","Sun","05-07-20",5,3,33,50,17,6,6,5,5,1,1,0,0,0,0,0,0,377,400,11,19,92,93,273,287,18448,9,6,5,4,47.5,49.92,8,4,2053,1847,48,66,"LIGA1920",20.713,20.713
"69",157,9,8,46,54,80,82,10,3,16,13,20,14,4,2,9,12,3,6,"Levante","Real Sociedad",1,1,1,1,"18:30","Mon","06-07-20",8,9,33,33,33,9,8,5,6,3,2,1,0,0,0,0,0,399,472,16,16,56,53,327,401,18449,8,3,8,4,48.6,59.66,5,8,2221,2619,53,49,"LIGA1920",20.713,31.213
"70",207,8,19,62.7,37.3,84,68,8,5,34,23,15,24,11,8,17,8,2,2,"Sevilla","Eibar",0,0,1,0,"21:00","Mon","06-07-20",13,11,50,17,33,8,19,4,6,4,13,0,0,0,0,0,0,570,338,23,23,70,73,477,242,18449,7,8,7,6,57.1,44.82,4,6,2871,1707,58,58,"LIGA1920",124.713,20.713
"71",63,10,11,59.2,40.8,87,81,15,7,14,4,10,17,5,2,8,3,4,3,"Valencia","Real Valladolid",1,0,2,1,"18:30","Tue","07-07-20",8,5,33,67,0,10,11,7,10,3,0,0,1,0,0,0,0,644,446,21,14,51,63,571,369,18450,4,6,4,3,52.34,41.9,7,3,2426,1781,32,43,"LIGA1920",57.713,20.713
"72",79,9,10,50.7,49.3,84,81,6,7,14,16,12,19,6,2,15,9,4,5,"Celta Vigo","Atletico Madrid",0,1,1,1,"21:00","Tue","07-07-20",4,9,17,17,67,9,10,7,6,2,4,0,0,0,0,0,0,502,490,22,13,77,55,403,422,18450,8,13,11,9,50.34,50.02,8,3,2217,2431,46,66,"LIGA1920",39.713,20.713
"73",46,14,8,56.7,43.3,75,65,9,10,21,24,13,18,5,8,7,7,1,4,"Real Betis","Osasuna",2,0,3,0,"19:30","Wed","08-07-20",10,6,50,17,33,14,8,8,6,6,2,0,0,0,0,0,0,500,380,9,19,84,79,407,282,18451,4,10,4,5,57.3,47.6,8,3,2470,2021,57,41,"LIGA1920",30.713,20.713
"74",248,5,6,40.6,59.4,65,74,15,14,14,26,21,17,1,3,7,17,4,4,"Getafe","Villarreal",0,0,1,3,"19:30","Wed","08-07-20",8,7,33,17,50,5,6,4,3,1,1,0,0,0,2,0,0,325,472,30,9,71,81,224,381,18451,6,10,4,8,46.46,46.78,4,6,1723,2541,51,53,"LIGA1920",20.713,88.713
"75",341,9,11,74.4,25.6,90,73,10,4,13,15,10,14,6,5,10,5,4,1,"Barcelona","Espanyol",0,0,1,0,"21:00","Wed","08-07-20",11,3,67,33,0,9,11,6,7,3,3,0,1,0,0,0,0,833,286,12,15,37,65,783,206,18451,9,0,9,2,69.04,42.5,5,8,3829,1937,76,38,"LIGA1920",158.713,20.713
"76",67,4,10,58.5,41.5,61,52,7,6,43,47,14,8,8,1,4,8,3,5,"Eibar","Leganes",0,0,0,0,"18:30","Thu","09-07-20",9,7,67,17,17,4,10,2,5,2,5,0,0,0,0,0,0,418,299,27,14,94,104,297,181,18452,7,5,4,3,42.7,49.56,5,6,1681,2125,65,60,"LIGA1920",20.713,20.713
"77",216,15,14,45.5,54.5,79,81,16,8,16,10,13,17,1,5,11,8,3,2,"Mallorca","Levante",1,0,2,0,"18:30","Thu","09-07-20",5,9,0,33,67,15,14,12,11,3,2,0,1,0,0,0,0,372,447,16,27,59,58,297,362,18452,4,8,7,8,45.44,49.34,10,5,2109,2196,54,52,"LIGA1920",20.713,20.713
"78",368,13,20,33,67,68,83,12,13,21,26,5,8,4,7,3,0,3,3,"Athletic Bilbao","Sevilla",1,0,1,2,"21:00","Thu","09-07-20",5,8,33,17,50,13,20,6,12,7,8,0,0,0,0,0,0,286,579,14,21,63,72,209,486,18452,9,9,6,7,41.98,58.1,3,3,1991,2866,49,56,"LIGA1920",66.713,124.713
"79",325,19,4,68.5,31.5,85,57,15,6,37,22,13,13,8,3,5,5,7,6,"Real Sociedad","Granada",0,2,2,3,"18:30","Fri","10-07-20",12,5,83,0,17,19,4,14,3,3,1,2,0,0,0,0,0,590,271,43,16,55,70,491,185,18453,4,5,5,5,57.4,49.58,7,5,2627,1970,48,56,"LIGA1920",31.213,20.713
"80",343,18,10,71,29,91,74,22,8,6,16,9,12,3,2,4,6,4,2,"Real Madrid","Deportivo Alaves",1,0,2,0,"21:00","Fri","10-07-20",14,3,83,0,17,18,10,17,7,0,2,0,1,1,0,0,0,749,304,13,9,81,50,654,244,18453,15,0,7,1,59.32,42.3,1,12,3007,1720,56,33,"LIGA1920",166.713,20.713
"81",44,15,12,52.7,47.3,71,71,6,4,32,25,19,14,3,4,9,12,6,5,"Osasuna","Celta Vigo",1,1,2,1,"16:00","Sat","11-07-20",3,7,17,50,33,15,12,12,8,3,4,0,0,0,0,0,0,455,409,27,11,85,72,343,326,18454,10,6,5,6,47.3,45.9,4,9,1979,2110,36,40,"LIGA1920",20.713,39.713
"82",102,9,21,37.7,62.3,77,86,5,12,17,15,19,13,2,4,11,9,4,0,"Atletico Madrid","Real Betis",0,0,1,0,"21:00","Sat","11-07-20",5,3,50,33,17,9,21,7,19,2,1,0,1,0,0,0,0,381,628,9,17,57,61,315,550,18454,11,7,9,7,47.6,57.32,4,7,2355,2486,61,62,"LIGA1920",20.713,30.713
"83",200,13,9,35.3,64.7,81,88,16,10,5,16,8,14,4,5,7,4,2,5,"Real Valladolid","Barcelona",0,1,0,1,"18:30","Sat","11-07-20",4,13,17,0,83,13,9,10,7,3,2,0,0,0,0,0,0,406,743,29,6,55,44,322,691,18454,6,11,4,10,42.34,71.12,4,5,1874,3915,48,75,"LIGA1920",20.713,158.713
"84",142,5,12,56.2,43.8,81,75,11,9,10,20,14,12,2,6,9,7,1,3,"Levante","Athletic Bilbao",0,2,1,2,"16:00","Sun","12-07-20",12,10,33,17,50,5,12,4,8,1,4,0,0,0,0,0,0,485,378,19,19,68,74,395,285,18455,5,6,5,6,49.48,39.9,6,5,2203,1907,52,50,"LIGA1920",20.713,66.713
"85",146,14,14,63.3,36.7,86,76,9,14,13,19,20,9,5,5,5,11,2,3,"Sevilla","Mallorca",1,0,2,0,"21:00","Sun","12-07-20",15,7,67,0,33,14,14,10,12,2,2,1,0,1,0,0,0,623,359,19,14,67,57,537,288,18455,11,6,9,8,64.3,46.86,4,9,3024,2179,68,62,"LIGA1920",124.713,20.713
"86",317,14,11,72.2,27.8,82,59,5,6,37,22,7,16,7,2,11,3,1,2,"Espanyol","Eibar",0,2,0,2,"13:00","Sun","12-07-20",5,9,33,17,50,14,11,9,6,5,3,0,0,0,2,0,0,576,222,32,10,84,72,460,140,18455,0,7,1,3,38.38,45.28,6,4,1844,1806,39,61,"LIGA1920",20.713,20.713
"87",323,10,16,31.6,68.4,69,86,8,8,12,9,8,8,2,8,6,6,4,3,"Leganes","Valencia",1,0,1,0,"18:30","Sun","12-07-20",3,8,0,50,50,10,16,6,8,3,7,0,0,1,1,0,0,245,531,9,42,52,50,184,439,18455,5,4,2,4,45.54,53.14,5,8,1940,2547,54,35,"LIGA1920",20.713,57.713
"88",190,9,11,52.4,47.6,84,81,9,9,11,18,12,20,2,10,10,5,7,6,"Villarreal","Real Sociedad",0,0,1,2,"18:30","Mon","13-07-20",9,8,67,0,33,9,11,6,3,3,7,0,1,0,0,0,0,501,455,13,23,54,51,434,381,18456,10,4,10,6,48.8,60.84,7,8,2551,2640,54,57,"LIGA1920",88.713,31.213
"89",298,13,11,38,62,80,89,6,10,10,11,17,12,4,3,7,15,6,2,"Granada","Real Madrid",0,2,1,2,"21:00","Mon","13-07-20",4,25,0,0,100,13,11,5,9,7,2,1,0,0,0,0,0,352,576,17,10,55,60,279,506,18456,8,15,8,7,45.74,63.78,6,0,1767,3208,46,64,"LIGA1920",20.713,166.713
"90",363,3,14,46.4,53.6,57,58,2,6,37,25,13,28,2,4,25,8,3,5,"Deportivo Alaves","Getafe",0,0,0,0,"18:30","Mon","13-07-20",8,10,33,33,33,3,14,1,8,2,6,0,0,0,0,0,0,299,340,15,23,76,101,207,216,18456,0,5,1,4,42.68,43.7,8,6,1797,1703,39,47,"LIGA1920",20.713,20.713
"91",69,12,8,56.7,43.3,89,85,13,3,10,7,13,11,4,2,6,7,4,5,"Real Madrid","Villarreal",1,0,2,1,"20:00","Thu","16-07-20",12,11,33,50,17,12,8,10,5,1,3,0,0,1,0,0,0,582,444,17,9,74,44,490,391,18459,15,9,7,9,65.14,51,1,7,3248,2628,61,56,"LIGA1920",166.713,88.713
"92",124,14,8,72.7,27.3,88,69,7,4,21,20,12,13,6,5,5,5,1,5,"Real Betis","Deportivo Alaves",0,0,1,2,"20:00","Thu","16-07-20",8,7,33,50,17,14,8,12,4,2,3,0,1,0,0,0,0,626,237,19,13,70,59,535,164,18459,4,1,6,1,56.74,41.52,8,7,2594,1679,71,37,"LIGA1920",30.713,20.713
"93",130,18,9,79.6,20.4,90,61,13,5,16,13,10,16,10,2,7,7,3,5,"Barcelona","Osasuna",0,1,1,2,"20:00","Thu","16-07-20",24,4,67,33,0,18,9,11,5,7,2,0,2,0,0,0,0,845,217,20,8,48,60,777,149,18459,11,10,10,6,69.52,48.28,5,5,3867,2051,66,44,"LIGA1920",158.713,20.713
"94",156,11,8,37.7,62.3,76,83,12,7,25,27,15,18,3,2,11,7,5,2,"Real Sociedad","Sevilla",0,0,0,0,"20:00","Thu","16-07-20",8,11,17,33,50,11,8,7,6,4,1,0,1,0,0,0,0,376,622,21,7,65,73,288,541,18459,7,13,8,9,58.6,65.24,8,2,2575,3047,55,68,"LIGA1920",31.213,124.713
"95",201,18,14,52.7,47.3,81,74,10,14,20,27,9,14,5,6,8,4,6,8,"Mallorca","Granada",1,1,1,2,"20:00","Thu","16-07-20",6,9,17,17,67,18,14,13,11,4,3,1,0,0,0,0,0,420,380,27,21,60,70,333,289,18459,6,7,8,9,45.24,45.16,9,8,2105,1796,65,55,"LIGA1920",20.713,20.713
"96",281,17,8,57.1,42.9,80,74,7,19,14,11,24,14,8,4,10,12,5,1,"Celta Vigo","Levante",2,2,2,3,"20:00","Thu","16-07-20",13,13,67,0,33,17,8,8,5,8,2,1,1,0,0,0,0,468,351,25,11,56,66,385,274,18459,3,5,6,6,47.12,49.34,11,7,2154,2135,48,45,"LIGA1920",39.713,20.713
"97",329,16,11,36.8,63.2,62,77,4,11,27,26,19,18,4,3,11,14,3,5,"Getafe","Atletico Madrid",0,0,0,2,"20:00","Thu","16-07-20",0,8,0,17,83,16,11,7,7,8,3,1,1,0,0,0,0,326,561,19,5,90,78,216,476,18459,5,11,3,9,43.66,46.52,5,4,1656,2313,46,58,"LIGA1920",20.713,20.713
"98",342,10,16,60.8,39.2,84,77,14,11,21,17,11,16,3,3,5,7,5,10,"Athletic Bilbao","Leganes",0,0,0,2,"20:00","Thu","16-07-20",7,4,50,33,17,10,16,8,10,2,3,0,3,0,0,0,0,568,365,19,12,71,72,478,279,18459,9,7,8,3,43.2,40.04,5,5,1989,1719,56,54,"LIGA1920",66.713,20.713
"99",362,13,17,49.6,50.4,70,68,7,16,40,25,16,11,3,12,8,11,1,6,"Eibar","Real Valladolid",2,0,3,1,"17:30","Thu","16-07-20",2,6,17,17,67,13,17,11,9,1,7,0,0,1,1,0,0,372,382,19,26,85,82,268,274,18459,7,5,4,3,44.04,40.16,4,4,1750,1947,58,55,"LIGA1920",20.713,20.713
"100",367,9,18,48,52,84,86,8,10,11,15,13,13,4,4,7,5,4,1,"Valencia","Espanyol",1,0,1,0,"20:00","Thu","16-07-20",6,3,67,17,17,9,18,6,7,2,10,1,1,0,0,0,0,436,472,9,31,63,57,363,384,18459,4,0,4,1,53.62,45.86,8,7,2543,2143,44,44,"LIGA1920",57.713,20.713
"101",29,12,12,43.7,56.3,80,85,10,17,14,21,19,14,3,5,6,11,7,4,"Osasuna","Mallorca",1,1,2,2,"20:00","Sun","19-07-20",7,8,33,33,33,12,12,9,8,3,4,0,0,0,0,0,0,392,507,16,30,60,58,313,419,18462,10,6,6,8,42.06,45.2,5,8,1819,2061,47,69,"LIGA1920",20.713,20.713
"102",30,8,9,49.7,50.3,76,78,13,13,16,15,22,19,1,4,8,10,4,8,"Espanyol","Celta Vigo",0,0,0,0,"20:00","Sun","19-07-20",9,8,17,83,0,8,9,6,7,2,2,0,0,0,0,0,0,473,474,12,17,77,54,384,403,18462,0,2,1,6,50,52.06,7,12,2281,2301,54,55,"LIGA1920",20.713,39.713
"103",132,15,7,35.2,64.8,76,89,9,19,7,11,20,22,5,2,10,8,6,1,"Leganes","Real Madrid",1,1,2,2,"20:00","Sun","19-07-20",4,15,17,17,67,15,7,11,5,3,2,1,0,0,0,0,0,363,665,20,9,56,48,286,607,18462,10,15,4,8,38.18,62.74,3,2,1659,3095,49,59,"LIGA1920",20.713,166.713
"104",183,8,16,31.8,68.2,80,91,9,13,5,10,10,15,2,1,6,4,4,6,"Deportivo Alaves","Barcelona",0,3,0,5,"16:00","Sun","19-07-20",3,16,0,0,100,8,16,6,14,2,1,0,1,0,0,0,0,356,761,10,7,51,39,295,710,18462,4,10,2,9,40.98,71.92,6,5,1638,4046,39,66,"LIGA1920",20.713,158.713
"105",196,13,10,28.7,71.3,76,91,4,18,9,9,12,9,3,5,6,9,6,8,"Real Valladolid","Real Betis",1,0,2,0,"17:30","Sun","19-07-20",4,8,33,33,33,13,10,8,9,4,1,1,0,0,0,0,0,276,681,14,28,58,43,204,610,18462,4,4,3,5,45.26,58.6,6,6,2093,2660,61,68,"LIGA1920",20.713,30.713
"106",220,16,8,62.4,37.6,87,79,9,6,20,17,8,12,4,7,8,3,4,6,"Sevilla","Valencia",0,0,1,0,"20:00","Sun","19-07-20",2,9,0,50,50,16,8,12,4,4,4,0,0,0,0,0,0,619,375,27,17,62,65,529,293,18462,13,7,8,5,62.68,54.68,1,6,2958,2468,61,49,"LIGA1920",124.713,57.713
