season,home,away,full_home_score,full_away_score,result,home_team,P_h,W_h,D_h,L_h,GF_h,GA_h,GD_h,Pts_h,raised_h,home_bs,away_bs,h_skill,HA,away_team,P_a,W_a,D_a,L_a,GF_a,GA_a,GD_a,Pts_a,raised_a,a_skill,home_team_fixed,home_bs_fixed,away_bs_fixed,h_skill_fixed,HA_fixed,away_team_fixed,a_skill_fixed
1819,Fortuna Duesseldorf,Bayern Munich,0,4,-1,Fortuna Duesseldorf,34,13,5,16,49,65,-16,44,0,0.5302072987331703,0.2754416262180466,-0.5061487998603992,0.3821723139069588,Bayern Munich,34,24,6,4,88,32,56,78,0,0.23083032107119258,Fortuna Duesseldorf,0.4543042595772364,0.21993489241359335,-0.5204223160586722,0.3290815527067956,Bayern Munich,0.24181173112491372
1819,Werder Bremen,Schalke 04,1,2,-1,Werder Bremen,34,14,11,9,58,49,9,53,0,0.5302072987331703,0.2754416262180466,-0.37778919529561056,0.3821723139069588,Schalke 04,34,8,9,17,37,55,-18,33,0,-0.4230201169369409,Werder Bremen,0.4543042595772364,0.21993489241359335,-0.3802197768535448,0.3290815527067956,Schalke 04,-0.43011808082265307
1819,Union Berlin,Borussia M.Gladbach,2,0,1,Union Berlin,34,14,15,5,54,33,21,57,1,0.5302072987331703,0.2754416262180466,-0.36253310070093675,0.3821723139069588,Borussia M.Gladbach,34,16,7,11,55,42,13,55,0,-0.2127025371588017,Union Berlin,0.4543042595772364,0.21993489241359335,-0.36850635494700124,0.3290815527067956,Borussia M.Gladbach,-0.21123179982113738
1819,Bayer Leverkusen,Freiburg,1,1,0,Bayer Leverkusen,34,18,4,12,69,52,17,58,0,0.5302072987331703,0.2754416262180466,-0.17342832711602732,0.3821723139069588,Freiburg,34,8,12,14,46,61,-15,36,0,-0.424798700177993,Bayer Leverkusen,0.4543042595772364,0.21993489241359335,-0.17062305873148617,0.3290815527067956,Freiburg,-0.4275152187585701
1819,Eintracht Frankfurt,Wolfsburg,0,2,-1,Eintracht Frankfurt,34,15,9,10,60,48,12,54,0,0.5302072987331703,0.2754416262180466,-0.27540107678142034,0.3821723139069588,Wolfsburg,34,16,7,11,62,50,12,55,0,-0.26959946341417756,Eintracht Frankfurt,0.4543042595772364,0.21993489241359335,-0.2733580007676479,0.3290815527067956,Wolfsburg,-0.2675433345330143
1819,RB Leipzig,FC Koln,4,1,1,RB Leipzig,34,19,9,6,63,29,34,66,0,0.5302072987331703,0.2754416262180466,-0.05038359999204229,0.3821723139069588,FC Koln,34,19,6,9,84,47,37,63,1,-0.4787239083912355,RB Leipzig,0.4543042595772364,0.21993489241359335,-0.04357067074362401,0.3290815527067956,FC Koln,-0.48087886646452976
1819,Augsburg,Hertha Berlin,4,0,1,Augsburg,34,8,8,18,51,71,-20,32,0,0.5302072987331703,0.2754416262180466,-0.44824894283013,0.3821723139069588,Hertha Berlin,34,11,10,13,49,57,-8,43,0,-0.3885491154450518,Augsburg,0.4543042595772364,0.21993489241359335,-0.4537441649309111,0.3290815527067956,Hertha Berlin,-0.391590346052495
1819,Hoffenheim,Mainz 05,1,5,-1,Hoffenheim,34,13,12,9,70,52,18,51,0,0.5302072987331703,0.2754416262180466,-0.21891573245154572,0.3821723139069588,Mainz 05,34,12,7,15,46,57,-11,43,0,-0.4322334423424525,Hoffenheim,0.4543042595772364,0.21993489241359335,-0.2167053914064281,0.3290815527067956,Mainz 05,-0.4372909555252532
1819,Schalke 04,Union Berlin,2,1,1,Schalke 04,34,8,9,17,37,55,-18,33,0,0.5302072987331703,0.2754416262180466,-0.4230201169369409,0.3821723139069588,Union Berlin,34,14,15,5,54,33,21,57,1,-0.36253310070093675,Schalke 04,0.4543042595772364,0.21993489241359335,-0.43011808082265307,0.3290815527067956,Union Berlin,-0.36850635494700124
1819,Bayern Munich,Bayer Leverkusen,1,2,-1,Bayern Munich,34,24,6,4,88,32,56,78,0,0.5302072987331703,0.2754416262180466,0.23083032107119258,0.3821723139069588,Bayer Leverkusen,34,18,4,12,69,52,17,58,0,-0.17342832711602732,Bayern Munich,0.4543042595772364,0.21993489241359335,0.24181173112491372,0.3290815527067956,Bayer Leverkusen,-0.17062305873148617
1819,Hertha Berlin,Borussia Dortmund,1,2,-1,Hertha Berlin,34,11,10,13,49,57,-8,43,0,0.5302072987331703,0.2754416262180466,-0.3885491154450518,0.3821723139069588,Borussia Dortmund,34,23,7,4,81,44,37,76,0,0,Hertha Berlin,0.4543042595772364,0.21993489241359335,-0.391590346052495,0.3290815527067956,Borussia Dortmund,0
1819,FC Koln,Augsburg,1,1,0,FC Koln,34,19,6,9,84,47,37,63,1,0.5302072987331703,0.2754416262180466,-0.4787239083912355,0.3821723139069588,Augsburg,34,8,8,18,51,71,-20,32,0,-0.44824894283013,FC Koln,0.4543042595772364,0.21993489241359335,-0.48087886646452976,0.3290815527067956,Augsburg,-0.4537441649309111
1819,Paderborn,RB Leipzig,2,3,-1,Paderborn,34,16,9,9,76,50,26,57,1,0.5302072987331703,0.2754416262180466,-0.6304916544620698,0.3821723139069588,RB Leipzig,34,19,9,6,63,29,34,66,0,-0.05038359999204229,Paderborn,0.4543042595772364,0.21993489241359335,-0.6395106213229973,0.3290815527067956,RB Leipzig,-0.04357067074362401
1819,Hoffenheim,Fortuna Duesseldorf,1,1,0,Hoffenheim,34,13,12,9,70,52,18,51,0,0.5302072987331703,0.2754416262180466,-0.21891573245154572,0.3821723139069588,Fortuna Duesseldorf,34,13,5,16,49,65,-16,44,0,-0.5061487998603992,Hoffenheim,0.4543042595772364,0.21993489241359335,-0.2167053914064281,0.3290815527067956,Fortuna Duesseldorf,-0.5204223160586722
1819,Wolfsburg,Werder Bremen,2,3,-1,Wolfsburg,34,16,7,11,62,50,12,55,0,0.5302072987331703,0.2754416262180466,-0.26959946341417756,0.3821723139069588,Werder Bremen,34,14,11,9,58,49,9,53,0,-0.37778919529561056,Wolfsburg,0.4543042595772364,0.21993489241359335,-0.2675433345330143,0.3290815527067956,Werder Bremen,-0.3802197768535448
1819,Borussia M.Gladbach,Freiburg,4,2,1,Borussia M.Gladbach,34,16,7,11,55,42,13,55,0,0.5302072987331703,0.2754416262180466,-0.2127025371588017,0.3821723139069588,Freiburg,34,8,12,14,46,61,-15,36,0,-0.424798700177993,Borussia M.Gladbach,0.4543042595772364,0.21993489241359335,-0.21123179982113738,0.3290815527067956,Freiburg,-0.4275152187585701
1819,Mainz 05,Eintracht Frankfurt,2,1,1,Mainz 05,34,12,7,15,46,57,-11,43,0,0.5302072987331703,0.2754416262180466,-0.4322334423424525,0.3821723139069588,Eintracht Frankfurt,34,15,9,10,60,48,12,54,0,-0.27540107678142034,Mainz 05,0.4543042595772364,0.21993489241359335,-0.4372909555252532,0.3290815527067956,Eintracht Frankfurt,-0.2733580007676479
1819,Eintracht Frankfurt,Hertha Berlin,2,2,0,Eintracht Frankfurt,34,15,9,10,60,48,12,54,0,0.5302072987331703,0.2754416262180466,-0.27540107678142034,0.3821723139069588,Hertha Berlin,34,11,10,13,49,57,-8,43,0,-0.3885491154450518,Eintracht Frankfurt,0.4543042595772364,0.21993489241359335,-0.2733580007676479,0.3290815527067956,Hertha Berlin,-0.391590346052495
1819,Borussia Dortmund,Fortuna Duesseldorf,5,0,1,Borussia Dortmund,34,23,7,4,81,44,37,76,0,0.5302072987331703,0.2754416262180466,0,0.3821723139069588,Fortuna Duesseldorf,34,13,5,16,49,65,-16,44,0,-0.5061487998603992,Borussia Dortmund,0.4543042595772364,0.21993489241359335,0,0.3290815527067956,Fortuna Duesseldorf,-0.5204223160586722
1819,Freiburg,Wolfsburg,1,0,1,Freiburg,34,8,12,14,46,61,-15,36,0,0.5302072987331703,0.2754416262180466,-0.424798700177993,0.3821723139069588,Wolfsburg,34,16,7,11,62,50,12,55,0,-0.26959946341417756,Freiburg,0.4543042595772364,0.21993489241359335,-0.4275152187585701,0.3290815527067956,Wolfsburg,-0.2675433345330143
1819,RB Leipzig,Hoffenheim,3,1,1,RB Leipzig,34,19,9,6,63,29,34,66,0,0.5302072987331703,0.2754416262180466,-0.05038359999204229,0.3821723139069588,Hoffenheim,34,13,12,9,70,52,18,51,0,-0.21891573245154572,RB Leipzig,0.4543042595772364,0.21993489241359335,-0.04357067074362401,0.3290815527067956,Hoffenheim,-0.2167053914064281
1819,Augsburg,Mainz 05,2,1,1,Augsburg,34,8,8,18,51,71,-20,32,0,0.5302072987331703,0.2754416262180466,-0.44824894283013,0.3821723139069588,Mainz 05,34,12,7,15,46,57,-11,43,0,-0.4322334423424525,Augsburg,0.4543042595772364,0.21993489241359335,-0.4537441649309111,0.3290815527067956,Mainz 05,-0.4372909555252532
1819,Bayer Leverkusen,Schalke 04,2,1,1,Bayer Leverkusen,34,18,4,12,69,52,17,58,0,0.5302072987331703,0.2754416262180466,-0.17342832711602732,0.3821723139069588,Schalke 04,34,8,9,17,37,55,-18,33,0,-0.4230201169369409,Bayer Leverkusen,0.4543042595772364,0.21993489241359335,-0.17062305873148617,0.3290815527067956,Schalke 04,-0.43011808082265307
1819,Borussia M.Gladbach,Bayern Munich,2,1,1,Borussia M.Gladbach,34,16,7,11,55,42,13,55,0,0.5302072987331703,0.2754416262180466,-0.2127025371588017,0.3821723139069588,Bayern Munich,34,24,6,4,88,32,56,78,0,0.23083032107119258,Borussia M.Gladbach,0.4543042595772364,0.21993489241359335,-0.21123179982113738,0.3290815527067956,Bayern Munich,0.24181173112491372
1819,Union Berlin,FC Koln,2,0,1,Union Berlin,34,14,15,5,54,33,21,57,1,0.5302072987331703,0.2754416262180466,-0.36253310070093675,0.3821723139069588,FC Koln,34,19,6,9,84,47,37,63,1,-0.4787239083912355,Union Berlin,0.4543042595772364,0.21993489241359335,-0.36850635494700124,0.3290815527067956,FC Koln,-0.48087886646452976
1819,Werder Bremen,Paderborn,0,1,-1,Werder Bremen,34,14,11,9,58,49,9,53,0,0.5302072987331703,0.2754416262180466,-0.37778919529561056,0.3821723139069588,Paderborn,34,16,9,9,76,50,26,57,1,-0.6304916544620698,Werder Bremen,0.4543042595772364,0.21993489241359335,-0.3802197768535448,0.3290815527067956,Paderborn,-0.6395106213229973
1819,Hoffenheim,Augsburg,2,4,-1,Hoffenheim,34,13,12,9,70,52,18,51,0,0.5302072987331703,0.2754416262180466,-0.21891573245154572,0.3821723139069588,Augsburg,34,8,8,18,51,71,-20,32,0,-0.44824894283013,Hoffenheim,0.4543042595772364,0.21993489241359335,-0.2167053914064281,0.3290815527067956,Augsburg,-0.4537441649309111
1819,Mainz 05,Borussia Dortmund,0,4,-1,Mainz 05,34,12,7,15,46,57,-11,43,0,0.5302072987331703,0.2754416262180466,-0.4322334423424525,0.3821723139069588,Borussia Dortmund,34,23,7,4,81,44,37,76,0,0,Mainz 05,0.4543042595772364,0.21993489241359335,-0.4372909555252532,0.3290815527067956,Borussia Dortmund,0
1819,Hertha Berlin,Freiburg,1,0,1,Hertha Berlin,34,11,10,13,49,57,-8,43,0,0.5302072987331703,0.2754416262180466,-0.3885491154450518,0.3821723139069588,Freiburg,34,8,12,14,46,61,-15,36,0,-0.424798700177993,Hertha Berlin,0.4543042595772364,0.21993489241359335,-0.391590346052495,0.3290815527067956,Freiburg,-0.4275152187585701
1819,Fortuna Duesseldorf,RB Leipzig,0,3,-1,Fortuna Duesseldorf,34,13,5,16,49,65,-16,44,0,0.5302072987331703,0.2754416262180466,-0.5061487998603992,0.3821723139069588,RB Leipzig,34,19,9,6,63,29,34,66,0,-0.05038359999204229,Fortuna Duesseldorf,0.4543042595772364,0.21993489241359335,-0.5204223160586722,0.3290815527067956,RB Leipzig,-0.04357067074362401
1819,FC Koln,Bayer Leverkusen,2,0,1,FC Koln,34,19,6,9,84,47,37,63,1,0.5302072987331703,0.2754416262180466,-0.4787239083912355,0.3821723139069588,Bayer Leverkusen,34,18,4,12,69,52,17,58,0,-0.17342832711602732,FC Koln,0.4543042595772364,0.21993489241359335,-0.48087886646452976,0.3290815527067956,Bayer Leverkusen,-0.17062305873148617
1819,Bayern Munich,Werder Bremen,6,1,1,Bayern Munich,34,24,6,4,88,32,56,78,0,0.5302072987331703,0.2754416262180466,0.23083032107119258,0.3821723139069588,Werder Bremen,34,14,11,9,58,49,9,53,0,-0.37778919529561056,Bayern Munich,0.4543042595772364,0.21993489241359335,0.24181173112491372,0.3290815527067956,Werder Bremen,-0.3802197768535448
1819,Paderborn,Union Berlin,1,1,0,Paderborn,34,16,9,9,76,50,26,57,1,0.5302072987331703,0.2754416262180466,-0.6304916544620698,0.3821723139069588,Union Berlin,34,14,15,5,54,33,21,57,1,-0.36253310070093675,Paderborn,0.4543042595772364,0.21993489241359335,-0.6395106213229973,0.3290815527067956,Union Berlin,-0.36850635494700124
1819,Wolfsburg,Borussia M.Gladbach,2,1,1,Wolfsburg,34,16,7,11,62,50,12,55,0,0.5302072987331703,0.2754416262180466,-0.26959946341417756,0.3821723139069588,Borussia M.Gladbach,34,16,7,11,55,42,13,55,0,-0.2127025371588017,Wolfsburg,0.4543042595772364,0.21993489241359335,-0.2675433345330143,0.3290815527067956,Borussia M.Gladbach,-0.21123179982113738
1819,Schalke 04,Eintracht Frankfurt,1,0,1,Schalke 04,34,8,9,17,37,55,-18,33,0,0.5302072987331703,0.2754416262180466,-0.4230201169369409,0.3821723139069588,Eintracht Frankfurt,34,15,9,10,60,48,12,54,0,-0.27540107678142034,Schalke 04,0.4543042595772364,0.21993489241359335,-0.43011808082265307,0.3290815527067956,Eintracht Frankfurt,-0.2733580007676479
1819,Werder Bremen,Mainz 05,0,5,-1,Werder Bremen,34,14,11,9,58,49,9,53,0,0.5302072987331703,0.2754416262180466,-0.37778919529561056,0.3821723139069588,Mainz 05,34,12,7,15,46,57,-11,43,0,-0.4322334423424525,Werder Bremen,0.4543042595772364,0.21993489241359335,-0.3802197768535448,0.3290815527067956,Mainz 05,-0.4372909555252532
1819,Borussia Dortmund,RB Leipzig,3,3,0,Borussia Dortmund,34,23,7,4,81,44,37,76,0,0.5302072987331703,0.2754416262180466,0,0.3821723139069588,RB Leipzig,34,19,9,6,63,29,34,66,0,-0.05038359999204229,Borussia Dortmund,0.4543042595772364,0.21993489241359335,0,0.3290815527067956,RB Leipzig,-0.04357067074362401
1819,Augsburg,Fortuna Duesseldorf,3,0,1,Augsburg,34,8,8,18,51,71,-20,32,0,0.5302072987331703,0.2754416262180466,-0.44824894283013,0.3821723139069588,Fortuna Duesseldorf,34,13,5,16,49,65,-16,44,0,-0.5061487998603992,Augsburg,0.4543042595772364,0.21993489241359335,-0.4537441649309111,0.3290815527067956,Fortuna Duesseldorf,-0.5204223160586722
1819,Union Berlin,Hoffenheim,0,2,-1,Union Berlin,34,14,15,5,54,33,21,57,1,0.5302072987331703,0.2754416262180466,-0.36253310070093675,0.3821723139069588,Hoffenheim,34,13,12,9,70,52,18,51,0,-0.21891573245154572,Union Berlin,0.4543042595772364,0.21993489241359335,-0.36850635494700124,0.3290815527067956,Hoffenheim,-0.2167053914064281
1819,Freiburg,Bayern Munich,1,3,-1,Freiburg,34,8,12,14,46,61,-15,36,0,0.5302072987331703,0.2754416262180466,-0.424798700177993,0.3821723139069588,Bayern Munich,34,24,6,4,88,32,56,78,0,0.23083032107119258,Freiburg,0.4543042595772364,0.21993489241359335,-0.4275152187585701,0.3290815527067956,Bayern Munich,0.24181173112491372
1819,Borussia M.Gladbach,Paderborn,2,0,1,Borussia M.Gladbach,34,16,7,11,55,42,13,55,0,0.5302072987331703,0.2754416262180466,-0.2127025371588017,0.3821723139069588,Paderborn,34,16,9,9,76,50,26,57,1,-0.6304916544620698,Borussia M.Gladbach,0.4543042595772364,0.21993489241359335,-0.21123179982113738,0.3290815527067956,Paderborn,-0.6395106213229973
1819,Eintracht Frankfurt,FC Koln,2,4,-1,Eintracht Frankfurt,34,15,9,10,60,48,12,54,0,0.5302072987331703,0.2754416262180466,-0.27540107678142034,0.3821723139069588,FC Koln,34,19,6,9,84,47,37,63,1,-0.4787239083912355,Eintracht Frankfurt,0.4543042595772364,0.21993489241359335,-0.2733580007676479,0.3290815527067956,FC Koln,-0.48087886646452976
1819,Wolfsburg,Schalke 04,1,1,0,Wolfsburg,34,16,7,11,62,50,12,55,0,0.5302072987331703,0.2754416262180466,-0.26959946341417756,0.3821723139069588,Schalke 04,34,8,9,17,37,55,-18,33,0,-0.4230201169369409,Wolfsburg,0.4543042595772364,0.21993489241359335,-0.2675433345330143,0.3290815527067956,Schalke 04,-0.43011808082265307
1819,Bayer Leverkusen,Hertha Berlin,0,1,-1,Bayer Leverkusen,34,18,4,12,69,52,17,58,0,0.5302072987331703,0.2754416262180466,-0.17342832711602732,0.3821723139069588,Hertha Berlin,34,11,10,13,49,57,-8,43,0,-0.3885491154450518,Bayer Leverkusen,0.4543042595772364,0.21993489241359335,-0.17062305873148617,0.3290815527067956,Hertha Berlin,-0.391590346052495
1819,Hoffenheim,Borussia Dortmund,2,1,1,Hoffenheim,34,13,12,9,70,52,18,51,0,0.5302072987331703,0.2754416262180466,-0.21891573245154572,0.3821723139069588,Borussia Dortmund,34,23,7,4,81,44,37,76,0,0,Hoffenheim,0.4543042595772364,0.21993489241359335,-0.2167053914064281,0.3290815527067956,Borussia Dortmund,0
1819,Hertha Berlin,Borussia M.Gladbach,0,0,0,Hertha Berlin,34,11,10,13,49,57,-8,43,0,0.5302072987331703,0.2754416262180466,-0.3885491154450518,0.3821723139069588,Borussia M.Gladbach,34,16,7,11,55,42,13,55,0,-0.2127025371588017,Hertha Berlin,0.4543042595772364,0.21993489241359335,-0.391590346052495,0.3290815527067956,Borussia M.Gladbach,-0.21123179982113738
1819,Bayern Munich,Wolfsburg,2,0,1,Bayern Munich,34,24,6,4,88,32,56,78,0,0.5302072987331703,0.2754416262180466,0.23083032107119258,0.3821723139069588,Wolfsburg,34,16,7,11,62,50,12,55,0,-0.26959946341417756,Bayern Munich,0.4543042595772364,0.21993489241359335,0.24181173112491372,0.3290815527067956,Wolfsburg,-0.2675433345330143
1819,RB Leipzig,Augsburg,3,1,1,RB Leipzig,34,19,9,6,63,29,34,66,0,0.5302072987331703,0.2754416262180466,-0.05038359999204229,0.3821723139069588,Augsburg,34,8,8,18,51,71,-20,32,0,-0.44824894283013,RB Leipzig,0.4543042595772364,0.21993489241359335,-0.04357067074362401,0.3290815527067956,Augsburg,-0.4537441649309111
1819,Schalke 04,Freiburg,2,2,0,Schalke 04,34,8,9,17,37,55,-18,33,0,0.5302072987331703,0.2754416262180466,-0.4230201169369409,0.3821723139069588,Freiburg,34,8,12,14,46,61,-15,36,0,-0.424798700177993,Schalke 04,0.4543042595772364,0.21993489241359335,-0.43011808082265307,0.3290815527067956,Freiburg,-0.4275152187585701
1819,FC Koln,Werder Bremen,1,0,1,FC Koln,34,19,6,9,84,47,37,63,1,0.5302072987331703,0.2754416262180466,-0.4787239083912355,0.3821723139069588,Werder Bremen,34,14,11,9,58,49,9,53,0,-0.37778919529561056,FC Koln,0.4543042595772364,0.21993489241359335,-0.48087886646452976,0.3290815527067956,Werder Bremen,-0.3802197768535448
1819,Mainz 05,Bayer Leverkusen,0,1,-1,Mainz 05,34,12,7,15,46,57,-11,43,0,0.5302072987331703,0.2754416262180466,-0.4322334423424525,0.3821723139069588,Bayer Leverkusen,34,18,4,12,69,52,17,58,0,-0.17342832711602732,Mainz 05,0.4543042595772364,0.21993489241359335,-0.4372909555252532,0.3290815527067956,Bayer Leverkusen,-0.17062305873148617
1819,Paderborn,Eintracht Frankfurt,2,1,1,Paderborn,34,16,9,9,76,50,26,57,1,0.5302072987331703,0.2754416262180466,-0.6304916544620698,0.3821723139069588,Eintracht Frankfurt,34,15,9,10,60,48,12,54,0,-0.27540107678142034,Paderborn,0.4543042595772364,0.21993489241359335,-0.6395106213229973,0.3290815527067956,Eintracht Frankfurt,-0.2733580007676479
1819,Fortuna Duesseldorf,Union Berlin,2,1,1,Fortuna Duesseldorf,34,13,5,16,49,65,-16,44,0,0.5302072987331703,0.2754416262180466,-0.5061487998603992,0.3821723139069588,Union Berlin,34,14,15,5,54,33,21,57,1,-0.36253310070093675,Fortuna Duesseldorf,0.4543042595772364,0.21993489241359335,-0.5204223160586722,0.3290815527067956,Union Berlin,-0.36850635494700124
