,home_shot,away_shot,home_possession,away_possession,home_pass_success,away_pass_success,home_dribbles,away_dribbles,home_aerials_won,away_aerials_won,home_tackles,away_tackles,home_corners,away_corners,home_dispossessed,away_dispossessed,home_missing_player,away_missing_player,home_missing_player_rating,away_missing_player_rating,home,away,half_home_score,half_away_score,full_home_score,full_away_score,kick_off,date,matchup_home_goals,matchup_away_goals,matchup_home_wins,matchup_draw,matchup_away_wins,home_total_att,away_total_att,home_open_att,away_open_att,home_set_att,away_set_att,home_counter_att,away_counter_att,home_pk_att,away_pk_att,home_own_att,away_own_att,home_total_passes,away_total_passes,home_crosses_passes,away_crosses_passes,home_long_balls,away_long_balls,home_short_passes,away_short_passes
0,10,7,0.0,0.0,80,80,9,7,8,22,23,13,10,4,7,13,1,4,6.7,6.81,Elche,Real Valladolid,0,0,0,0,19:00,"Jtat, 16-Sep-13",7.0,9.0,Won (33%),Drew (0%),Won (67%),10,7,9,5,1,1,0,1,0,0,0,0,422,458,26,18,77,58,318,378
1,28,5,61.0,39.0,88,77,17,4,17,14,17,20,9,7,12,4,7,2,7.15,7.02,Real Madrid,Almeria,1,0,4,0,21:00,"Jmos, 12-Apr-14",23.0,5.0,Won (83%),Drew (17%),Won (0%),28,5,23,3,5,2,0,0,0,0,0,0,584,373,26,18,42,68,508,286
2,9,10,0.0,0.0,76,66,5,5,23,22,13,13,5,3,4,4,3,6,6.67,6.55,Granada,Elche,0,0,1,0,15:00,"Jmos, 22-Mac-14",5.0,4.0,Won (20%),Drew (80%),Won (0%),9,10,5,6,2,4,1,0,1,0,0,0,388,341,20,9,64,69,304,262
3,11,14,0.0,0.0,73,78,2,5,16,6,21,19,7,5,13,9,4,3,6.65,6.32,Real Valladolid,Celta Vigo,0,0,3,0,21:00,"Jtat, 16-Des-13",6.0,13.0,Won (17%),Drew (17%),Won (67%),11,14,9,13,2,1,0,0,0,0,0,0,396,422,26,23,62,60,308,337
4,11,10,0.0,0.0,77,81,9,19,20,11,21,21,7,5,7,15,3,1,6.94,6.96,Malaga,Granada,2,0,4,1,11:00,"Jpl, 06-Apr-14",10.0,6.0,Won (40%),Drew (0%),Won (60%),11,10,4,6,6,3,0,0,1,1,0,0,344,400,20,22,64,64,257,313
5,13,18,0.0,0.0,79,90,16,16,9,9,23,15,1,5,7,8,3,2,6.74,7.46,Real Madrid,Barcelona,2,2,3,4,20:00,"Jpl, 23-Mac-14",11.0,8.0,Won (50%),Drew (33%),Won (17%),13,18,9,10,2,5,1,1,1,2,0,0,320,692,15,16,49,49,253,623
6,16,9,0.0,0.0,72,61,8,9,19,29,16,24,6,2,8,10,4,4,6.58,6.77,Elche,Getafe,0,0,1,0,16:00,"Jpl, 06-Apr-14",6.0,8.0,Won (0%),Drew (83%),Won (17%),16,9,14,6,2,3,0,0,0,0,0,0,416,288,29,9,71,53,315,226
7,19,6,0.0,0.0,85,48,17,7,21,21,27,33,5,0,22,13,1,1,6.23,6.95,Celta Vigo,Getafe,0,1,1,1,17:00,"Jmos, 22-Feb-14",6.0,8.0,Won (50%),Drew (0%),Won (50%),19,6,14,2,5,2,0,2,0,0,0,0,645,203,30,3,40,55,575,145
8,15,2,0.0,0.0,78,65,10,8,11,13,22,32,3,0,22,12,3,5,6.87,6.77,Atletico Madrid,Athletic Bilbao,2,0,2,0,16:00,"Jpl, 03-Nov-13",9.0,9.0,Won (50%),Drew (0%),Won (50%),15,2,11,1,3,0,1,1,0,0,0,0,501,407,19,9,67,86,410,311
9,9,10,0.0,0.0,81,76,12,8,15,21,25,18,6,3,10,12,1,4,6.29,7.05,Athletic Bilbao,Real Madrid,0,0,1,1,20:00,"Jpl, 02-Feb-14",3.0,21.0,Won (0%),Drew (0%),Won (100%),9,10,6,8,3,2,0,0,0,0,0,0,605,446,36,13,71,69,495,362
10,7,14,0.0,0.0,68,73,8,8,20,27,16,23,4,5,7,6,3,3,6.8,6.87,Almeria,Malaga,0,0,0,0,21:00,"Jmos, 22-Feb-14",7.0,10.0,Won (33%),Drew (17%),Won (50%),7,14,3,9,3,5,1,0,0,0,0,0,364,454,17,32,86,61,260,361
11,12,8,0.0,0.0,71,66,8,9,9,20,27,27,7,2,14,20,5,3,6.59,6.98,Elche,Athletic Bilbao,0,0,0,0,21:00,"Jnne, 25-Mac-14",2.0,2.0,Won (0%),Drew (100%),Won (0%),12,8,8,3,4,5,0,0,0,0,0,0,383,368,21,22,77,64,283,277
12,12,20,0.0,0.0,80,86,2,10,11,9,21,26,5,7,15,10,5,4,6.67,6.88,Celta Vigo,Barcelona,0,1,0,3,21:00,"Jnne, 29-Okt-13",6.0,14.0,Won (0%),Drew (17%),Won (83%),12,21,10,17,2,1,0,2,0,0,0,1,418,633,25,13,56,60,334,555
13,22,8,0.0,0.0,82,78,11,4,10,20,23,18,8,6,14,11,4,6,6.57,6.84,Villarreal,Real Sociedad,3,0,5,1,21:00,"Jtat, 13-Jan-14",5.0,5.0,Won (17%),Drew (67%),Won (17%),22,8,17,4,4,4,1,0,0,0,0,0,477,406,22,21,47,60,405,324
14,12,10,0.0,0.0,82,80,6,7,11,20,22,12,4,3,5,13,3,1,6.57,7.07,Barcelona,Real Madrid,1,0,2,1,17:00,"Jmos, 26-Okt-13",9.0,12.0,Won (17%),Drew (33%),Won (50%),12,10,8,8,2,1,2,1,0,0,0,0,546,445,6,19,47,56,483,368
15,13,15,46.0,54.0,80,81,16,5,13,9,12,14,1,7,5,7,0,3,,6.82,Almeria,Levante,1,0,2,2,17:00,"Jmos, 21-Sep-13",4.0,9.0,Won (17%),Drew (17%),Won (67%),13,15,9,9,2,5,1,0,1,1,0,0,369,435,18,28,69,61,282,344
16,15,13,0.0,0.0,88,82,10,14,15,16,25,22,6,6,17,16,1,5,6.89,6.6,Malaga,Osasuna,0,1,0,1,21:00,"Ijm, 04-Okt-13",3.0,6.0,Won (17%),Drew (50%),Won (33%),15,13,10,10,5,2,0,1,0,0,0,0,565,396,30,15,56,79,476,301
17,23,8,0.0,0.0,89,85,10,14,13,13,29,19,4,1,8,15,3,8,7.13,6.51,Real Madrid,Granada,0,0,2,0,15:00,"Jmos, 25-Jan-14",11.0,3.0,Won (80%),Drew (0%),Won (20%),23,8,17,8,5,0,1,0,0,0,0,0,575,448,29,7,46,56,495,385
18,10,8,0.0,0.0,84,69,9,5,12,11,25,23,3,4,12,7,1,2,6.86,6.94,Rayo Vallecano,Elche,2,0,3,0,19:00,"Jtat, 19-Ago-13",5.0,10.0,Won (0%),Drew (33%),Won (67%),10,8,8,3,1,5,1,0,0,0,0,0,498,276,19,15,74,59,403,200
19,12,35,0.0,0.0,79,89,10,17,7,17,19,21,1,6,15,7,0,3,,6.95,Almeria,Real Madrid,0,1,0,5,19:00,"Jmos, 23-Nov-13",6.0,19.0,Won (0%),Drew (33%),Won (67%),12,35,9,28,3,4,0,3,0,0,0,0,407,628,9,20,65,54,332,546
20,5,12,0.0,0.0,82,80,5,10,7,4,24,11,2,6,9,12,3,1,6.12,,Celta Vigo,Villarreal,0,0,0,0,16:00,"Jpl, 22-Sep-13",6.0,4.0,Won (50%),Drew (33%),Won (17%),5,12,4,7,1,5,0,0,0,0,0,0,526,433,27,17,95,43,404,367
